latitude,longitude,cluster_id
12.956619697521866,77.52703042563654,0
13.123595472928871,77.61429503541841,1
12.968187238707483,77.713536160839,2
13.011595924105642,77.64320800343337,3
13.050082432145834,77.49132649366666,4
13.031632000043988,77.56696714345308,5
12.974415056681199,77.58911758236512,6
12.904160115353774,77.61328053720126,7
